	Endothelial cells	Fibroblasts	Smooth muscle cells	Tumor-Like	tB cells	tMast cells	tMoMacDC	tNK cells	tNeutrophils	tPlasma cells	tRBC	tT cells	tpDC
CTNNB1	0.0006553117	0.00039847568	0.00038789096	0.00068807177	0.00036069565	0.0005231709	0.00045624818	0.0005163502	0.000109747925	9.332854e-05	4.2378924e-05	0.00027415543	0.00015151253
LPP	0.00038892755	0.0005934631	0.0017050045	0.0003389273	0.00025148652	0.00018853208	0.00024991905	0.00027523196	0.00016585365	6.727229e-05	8.205031e-08	0.00021012902	0.00018958747
TGOLN2	0.0007345115	0.00039268736	0.0004397675	0.0004580791	0.00053183985	0.00058132515	0.00072242663	0.000377782	0.00037816077	0.00036025344	8.127076e-08	0.0003759673	0.00021285925
EIF3L	0.00038437528	0.00049237395	0.0006245454	0.0007672405	0.00089444034	0.00073492335	0.00060333294	0.000839191	9.888927e-05	0.00059885293	8.178922e-08	0.00047581852	0.0007724011
GM2A	3.9046165e-05	9.1150956e-05	9.2866176e-05	0.00013324227	0.0002064361	0.00033259584	0.0008633861	2.3233943e-05	1.2033727e-05	0.00032491944	2.8223842e-05	6.573353e-05	0.00022958363
PPP1R18	0.0002176214	0.00014234912	0.00018199078	7.203493e-05	0.0001427971	0.0002420061	0.0003003054	0.00032937704	0.0010782485	0.00011056129	2.4911862e-05	0.00019995814	0.00015708737
TACC1	0.0007662797	0.00045568822	0.0010938618	0.00011750564	0.00023158624	0.00077069877	0.00035378715	0.0006174683	0.00014785603	0.000104686325	8.154171e-08	0.0003535007	0.00043238234
SAP18	0.00042414624	0.00046465694	0.00065498473	0.0005010712	0.0005309712	0.0004890822	0.00042863964	0.00047211067	0.00038542878	0.00031983008	8.151589e-08	0.00052125775	0.00037538845
MORF4L2	0.00042665005	0.0007411507	0.00059920753	0.0005570545	0.00027000214	0.00085808523	0.00029821007	0.00031679464	0.00038603708	0.00042514125	5.032765e-05	0.000512123	0.00055827573
EMP1	0.0005572228	0.0003106217	0.00023970006	0.00013758511	8.2194724e-08	1.2627444e-05	5.710029e-05	9.762224e-06	8.213173e-08	8.064083e-06	8.187928e-08	1.5502848e-05	1.604799e-05
TUBA1C	0.00014814026	0.00030093174	0.00018227698	0.00068342977	0.000119009324	0.0002549254	0.00043081588	0.00012307455	4.025307e-05	0.00014823706	8.113679e-08	0.00015155027	0.00018503667
PIM2	1.699281e-05	1.4376025e-05	7.0685755e-06	6.989893e-05	0.00033756482	0.00011507564	5.207539e-05	0.00032366774	0.00036437533	0.0021756273	6.328833e-05	0.00025945297	0.00083251344
EIF3H	0.0007678947	0.0008325388	0.0009856812	0.001329539	0.0016071397	0.00082526344	0.0009212127	0.0013598803	0.00027173758	0.0009507765	9.0428875e-05	0.0012618405	0.0011354396
ATP6AP2	0.00023789752	0.0004081398	0.000446538	0.00027207125	0.00016135575	0.00026046977	0.00070387434	0.0003056557	0.00017732396	0.00018189361	8.195271e-08	0.00020922668	0.00025015534
VCL	0.00043869458	0.0007121684	0.0010806483	0.0003081707	8.246171e-05	0.00025934438	0.00011021139	7.146381e-05	0.00010094042	2.1816317e-05	8.174087e-08	3.7822494e-05	0.00019202447
GRASP	0.0006769094	0.00010756601	9.317736e-05	1.3770855e-05	0.0005093675	0.00048638502	0.00025494094	0.00034527841	8.2129226e-08	2.509607e-05	8.216463e-08	0.0001225854	0.001985504
PSME1	0.0009559018	0.0004503251	0.0009854388	0.0006777321	0.00064782926	0.000586657	0.0006610934	0.0011207913	0.00069358386	0.001415115	8.184805e-08	0.00095593923	0.0009482477
MBNL1	0.00072808226	0.0005437034	0.0010486464	0.00049760443	0.0009877493	0.0009446206	0.000822827	0.0016614316	0.00043549476	0.00045738256	8.138695e-08	0.001658289	0.00071172416
SSR2	0.0010373879	0.0010364397	0.0009849378	0.0008945311	0.0010199805	0.0010828553	0.0007518736	0.0009919546	0.0010730309	0.0022376913	8.145077e-08	0.0010512244	0.0010839402
LASP1	0.00026287787	0.00032184125	0.00033654107	0.00030051736	0.00020798718	0.0005852864	0.0003404743	0.0004841706	0.00040536976	0.0001320706	8.108202e-08	0.00030141015	0.00034478933
RBPJ	0.00019672044	0.00022288274	0.00024695662	0.00019456104	0.000193959	0.00016455335	0.0005997823	0.0002618699	0.00052128406	0.00017718873	8.1746485e-08	0.0004466892	0.00021539994
ZNF207	0.00054030784	0.00042945842	0.00044089498	0.0007246985	0.00073824683	0.00086747546	0.00045332537	0.000551557	0.00055181293	0.00041082228	8.237223e-08	0.00049715536	0.00059402885
CYB5R3	0.0013838763	0.0012148909	0.0011350836	0.00061653653	0.00016556605	0.00040827334	0.00046642532	0.000291929	0.0001519408	0.00023927346	0.00011834918	0.00029417564	0.00035634614
RAP1A	0.00032511904	0.00023328557	0.00034249114	0.00018086209	0.00040868754	0.00047836013	0.00048088326	0.00035264879	0.00072593446	0.00033049923	3.756619e-05	0.00065766054	0.00027937908
PNISR	0.0005510498	0.00046942075	0.00051281287	0.00034138715	0.0009746932	0.00069697225	0.0002783466	0.0010425828	0.00041862245	0.00053638394	8.156364e-08	0.0005994481	0.00057467964
S100A2	8.4022844e-07	2.6611597e-06	8.121157e-08	3.0078209e-05	8.1477815e-08	6.807922e-07	4.41344e-07	8.157578e-08	2.0515004e-06	2.1300818e-06	8.1831665e-08	4.159459e-06	8.6541405e-07
IFI6	0.00017734358	7.3374074e-05	9.5826166e-05	0.00013104625	1.4983079e-05	3.76597e-05	0.00016258242	3.67733e-05	0.000115942865	0.00013995459	8.163601e-08	2.5862462e-05	2.9211897e-05
MZB1	8.1319605e-08	7.0291157e-06	4.839374e-06	1.3409281e-05	2.6824226e-05	1.21525145e-05	4.052418e-06	1.1684298e-05	8.20824e-08	0.002367856	8.198633e-08	6.1102787e-06	0.00015427949
TSPAN13	0.00016409923	2.1929332e-05	8.108821e-08	0.00026732427	4.7936737e-05	1.6255859e-05	5.256011e-06	1.0579401e-05	8.162773e-06	0.00012018838	8.157329e-08	5.560201e-06	0.00093470333
TMEM258	0.00064445945	0.00075798505	0.0006110103	0.00081379333	0.00038996563	0.000505817	0.00049990194	0.00047950764	0.00023745827	0.003109422	0.00014014477	0.0005801868	0.0005483808
MAPRE1	0.00025585908	0.00014881394	0.00023454404	0.00016800336	0.00025493366	0.00048420636	0.00030537957	0.00034794086	0.00028567255	0.00022531152	8.216542e-08	0.00019785375	0.00032787077
KTN1	0.0009050017	0.00045883906	0.0007353214	0.0010775955	0.0005180596	0.00057340384	0.0005350806	0.00038831023	2.502788e-05	0.00045241817	8.228837e-08	0.0004681319	0.0004974901
EDF1	0.0007307891	0.00081503903	0.000836639	0.00078950304	0.0005147836	0.00050903956	0.00053572026	0.0007798859	0.00018653493	0.0010110814	8.111497e-08	0.0004442446	0.00054658076
EID1	0.0009790066	0.0010782634	0.0010317812	0.00053663354	0.00034748993	0.00057428965	0.0003576265	0.00042323227	2.3620963e-05	0.00027272268	8.2286334e-08	0.000392952	0.00036754704
JOSD1	0.00014243562	0.00022467645	0.00015073088	0.00039778324	0.0005244977	0.00061709195	0.00031976303	0.0007946293	0.0015936607	0.00012797232	4.4235072e-05	0.00052167365	0.0008371384
H2AFY	0.00028276892	0.00018208087	0.00016469133	0.00035993344	0.00012803104	0.00019043345	0.0006915436	0.00021756953	0.00015340249	4.982256e-05	8.136444e-08	9.13816e-05	0.00027344527
HBEGF	0.00013683694	2.0751599e-05	4.252552e-05	7.5715616e-05	8.253485e-08	1.9059385e-06	0.00024349848	7.209063e-06	0.0002823004	5.832144e-06	8.1014775e-08	1.1734963e-05	1.4590567e-05
N4BP2L2	0.0008126817	0.00038067743	0.00071164756	0.00031171154	0.00090109836	0.0007553313	0.00037055358	0.00070557813	0.00046489603	0.00039377357	5.4302855e-05	0.00091865176	0.00070230017
SKIL	0.00036212782	0.00024116828	0.00021274947	0.00024459805	0.0007234977	0.0015420782	0.00032385203	0.00049684825	0.0010316322	0.00033543995	5.029402e-05	0.0006364003	0.00059347745
PGAM1	0.0004651326	0.00041015339	0.00046290146	0.0007420557	0.000377838	0.0003828993	0.0006548991	0.00032064997	0.00055500714	0.00037417127	8.202387e-08	0.0004928539	0.0002828277
GPBP1	0.0004965629	0.00026353193	0.00037429493	0.00040035738	0.00080209953	0.0009234833	0.00034429293	0.0011135149	0.00041812562	0.0008411817	8.1409e-08	0.000948461	0.00067311164
LIMS1	0.00033123748	0.0003391777	0.00039662552	0.00019392351	0.00012621835	0.0004207224	0.00077682955	0.00031119268	0.00045921415	0.00019092948	3.8510425e-05	0.00042807663	0.00019754174
PPP2R5C	0.00061646686	0.00035745403	0.0004294842	0.00059468305	0.0009090183	0.0009317557	0.00047994105	0.002479585	0.00036928063	0.0010511433	8.131635e-08	0.0024893582	0.0011546798
TRMT112	0.00060045964	0.0007286485	0.0007776706	0.00073609187	0.00073035	0.000507108	0.00034970217	0.0007548724	0.00035310676	0.000997241	8.241152e-08	0.00080407393	0.0006770414
ATP6V1F	0.0002175656	0.00016953822	0.00023646769	0.00028674342	0.00021859935	0.0004142726	0.0009135967	0.00014352775	0.00022297881	0.00031453688	8.192083e-08	9.6948934e-05	0.000261784
IL7R	4.5910692e-05	5.093516e-05	1.8626697e-05	1.7270744e-05	1.3948256e-05	2.2024966e-05	0.00011503176	0.00020129465	1.171152e-05	1.8594039e-05	1.38487685e-05	0.00070960296	2.0172944e-05
ARL6IP5	0.00023066369	0.00048311675	0.0004068169	0.00020212693	0.00043712655	0.000603496	0.00053504825	0.00065222173	0.00036382856	0.00013173425	8.239611e-08	0.0007201736	0.00047533718
HM13	0.00042449482	0.00043697318	0.00034418318	0.00053839444	0.00019212412	0.00024399957	0.00055959576	0.00028702195	0.00033388307	0.0018177029	8.209852e-08	0.00031378795	0.00051223795
RYBP	0.00048623086	0.00027049665	0.00035363625	0.00023031973	0.00047706816	0.0008278514	0.00023620401	0.0005164876	0.0013308852	0.0005976391	9.1435984e-05	0.00081253174	0.0003755846
HEXB	0.00038835726	0.0007087048	0.00036712975	0.00042236454	0.00020188998	0.00031000658	0.002012847	0.00014029988	0.00037995327	0.0006435915	8.137422e-08	0.00025973318	0.0006347827
MGAT1	0.0011519871	0.0005038438	0.00046964188	0.00039252941	0.00023158117	0.00037299312	0.0021536567	0.00052205235	0.0009876727	0.0010991822	8.186741e-08	0.00026863875	0.00049109705
POLR2A	0.00045532236	0.0003097309	0.00041640174	0.00035968522	0.00040855623	0.0008043837	0.00048636485	0.00073814165	0.0005207556	0.00031505438	8.214771e-08	0.00076298486	0.0011108642
GADD45A	9.901119e-05	8.833967e-05	0.00012473974	0.00012990556	2.9118137e-05	0.00012783047	3.0623683e-05	9.417196e-05	1.4078998e-05	0.00036147478	8.102853e-08	0.0001255364	0.00012482888
COX5B	0.0009121909	0.00068345026	0.0008965894	0.0014367956	0.0006647683	0.0005084001	0.0008011592	0.000459492	0.00028483832	0.00072274177	7.28654e-05	0.00046511728	0.0003309448
POMP	0.0007533307	0.00042730875	0.0004778516	0.0006550618	0.0003206454	0.00049175747	0.0006393693	0.0004974991	0.0006887822	0.00041333257	0.00010923776	0.0003023503	0.0005463535
ATP2A2	0.00028093468	0.00021199451	0.0006471354	0.0005710852	0.00012392519	0.00059849076	0.00034117448	0.00022012928	1.582564e-05	0.0002864131	8.212155e-08	0.00017782347	0.00016875722
MXD1	2.4159814e-05	2.7831467e-05	3.4869394e-05	4.75248e-05	1.4425797e-05	2.7889148e-05	0.00031041534	0.0001512677	0.001571365	5.3698433e-05	1.9120713e-05	4.406808e-05	0.0001072257
EGR3	7.386376e-05	0.00016677764	0.00014458691	5.4343676e-05	0.00015441136	0.0005789537	2.2290431e-05	2.9653012e-05	0.00029503973	2.0558971e-05	8.225527e-08	2.6240263e-05	6.492724e-06
RNF145	0.00042477335	0.0003822866	0.00030449996	0.0005394045	0.00028422056	0.0007853617	0.00028334543	0.00027584835	0.00068423385	0.00011365666	8.106717e-08	0.00044119105	0.00013811105
NDUFA1	0.00075099926	0.0008929431	0.0008867298	0.0012486367	0.00074024475	0.00066421996	0.00080438604	0.000838421	0.00058947405	0.0017637295	8.167759e-08	0.0007163339	0.00072401925
CORO1A	2.8717275e-05	3.1771106e-05	1.4169543e-05	4.174381e-05	0.0008013712	0.00013594846	0.00029470964	0.0008944838	0.00073453103	0.00012839907	6.3232466e-05	0.00079900154	0.0005999987
IRF4	8.108372e-08	4.6567243e-06	8.2008064e-08	8.10344e-08	7.695304e-05	2.9565153e-06	2.806896e-05	0.0002329579	8.235417e-08	0.00013037925	8.207582e-08	7.8879195e-05	0.0016310967
ERGIC1	0.00025258533	0.00041525054	0.00025824326	0.00040177515	0.0003792343	0.00035263653	0.0003780818	0.00033138783	0.0005310456	0.0006347307	3.9986702e-05	0.00021755876	0.00025403628
KRT14	8.185148e-08	8.1093155e-08	8.15792e-08	2.2139315e-05	8.254996e-08	6.1631397e-07	8.236061e-08	8.18685e-08	8.253815e-08	9.625662e-07	8.1784066e-08	8.1324885e-08	8.2532644e-08
C19orf53	0.0008140106	0.0009951786	0.001142607	0.0013426357	0.0011418035	0.00052634714	0.000628929	0.00088165497	0.00029137582	0.0010990811	8.19338e-08	0.0009052317	0.00087227084
SELENOT	0.00031352328	0.00015981661	0.00032261398	0.0005157018	0.00043014772	0.00042456624	0.00037449485	0.00060270453	0.00033031366	0.0007044675	8.174867e-08	0.0003508439	0.00033712317
LTB	1.5605065e-05	6.4719584e-06	1.6451555e-05	6.521816e-06	0.0003302428	1.49755215e-05	2.6846183e-05	5.7177665e-05	0.00012743637	1.6659646e-05	8.141412e-08	0.00036606935	0.00046089696
CLTC	0.00079859863	0.0006052632	0.00055057666	0.00074877177	0.00034259236	0.0006189279	0.0008307341	0.00033053392	0.00056332763	0.00025277035	8.177003e-08	0.00035649125	0.00046937505
TNFRSF1B	0.00023707525	5.6512083e-05	8.119794e-05	1.8864836e-05	0.0002302455	6.666914e-05	0.0006087383	0.001110237	0.0021733716	7.705982e-05	8.1901305e-08	0.00093329226	0.0009377529
ANXA11	0.000389742	0.00072571373	0.0009135066	0.0007128368	0.00029806737	0.0013109635	0.0008152807	0.00075332716	0.0008000606	0.00032266258	8.1854765e-08	0.00039508348	0.0011285738
ANKRD12	0.00036880435	0.00018145012	0.0002586985	0.000235031	0.00045593726	0.00031794488	0.00030382478	0.00032124214	0.0007718708	0.00045536945	3.75214e-05	0.0006127586	0.0004742403
CD4	5.9153856e-05	0.00029839127	0.00048268138	1.0261589e-05	1.9092213e-05	0.00017318407	0.0007799725	4.180097e-05	4.8900463e-05	3.4037763e-05	8.164691e-08	0.00046841323	0.0014974554
PLAC8	1.3725031e-05	1.4674476e-05	1.1995297e-05	0.00014827891	0.00024935394	1.1046755e-05	4.391676e-05	0.00045378917	2.244226e-05	2.9729408e-05	2.6364727e-05	0.00014546288	0.0017747781
LMO4	0.00021497332	0.00037015896	0.0003961967	0.00043107374	0.00017766112	0.000777181	0.00014312606	0.00035258845	5.917022e-05	0.00031344022	8.121776e-08	6.9896334e-05	0.00012095875
ARID4B	0.0008743892	0.00048978307	0.0007856619	0.0008248937	0.0010205276	0.0014418701	0.00055067585	0.0015317588	0.0010942627	0.00040069458	8.2563666e-08	0.0014060598	0.0012510793
RAB11FIP1	3.9317554e-05	2.4549678e-05	5.062818e-05	0.00024653267	0.0004633322	7.418241e-05	0.00013083573	0.00032611945	0.0001416096	0.00016486434	8.13601e-08	0.0002761368	0.0010688814
COPA	0.00032055948	0.00045527803	0.000377811	0.0005700394	0.0003468957	0.00049074227	0.0004569748	0.00036674537	0.00042549486	0.00053478795	8.140946e-08	0.00053531054	0.000551715
CELF2	2.7454995e-05	0.00026310986	0.00012944159	5.2193274e-05	0.0007369327	0.0010032725	0.0005600478	0.0012036082	0.0005561285	0.00022176569	4.987523e-05	0.0011547278	0.00077399734
CAPZA2	0.00064709253	0.0003043409	0.00036154076	0.00048622783	0.00023951383	0.0006000185	0.0007085663	0.00041537508	0.0007685476	0.00019367642	0.00010187681	0.00027424435	0.0003936146
COMMD6	0.0010821996	0.0009808384	0.001200662	0.0010895523	0.0017576588	0.0016176598	0.00092671876	0.0015028658	0.00042173758	0.00069691945	0.0001188663	0.0019641044	0.0026298678
LDLR	0.00037754342	0.00013140841	0.00017658489	0.0004046893	0.0001257179	0.00018409245	0.00015571406	9.847878e-05	6.4469175e-05	0.00014010989	2.5403564e-05	0.00022840512	9.9975245e-05
CTSK	1.1786838e-05	0.00048497567	4.7084195e-05	2.368111e-06	8.238087e-08	1.8329563e-06	3.6357957e-05	3.5542855e-06	8.213235e-08	5.7606085e-06	8.220743e-08	3.7765813e-06	8.229026e-08
PSMB1	0.0007205317	0.0005640714	0.00065777404	0.0010090235	0.00036624182	0.00040611386	0.00040948443	0.0003643491	0.00018878341	0.0006090411	8.2557044e-08	0.00024410732	0.00028641717
ZC3H12A	0.00015057687	0.00017535337	0.0001237582	0.00022026955	0.00013491309	0.00053385337	0.0003183247	0.00043443573	0.0005230031	6.527228e-05	8.154902e-08	0.00023322797	0.00015534226
TFRC	2.5204265e-05	3.795832e-05	3.319189e-05	0.00013271764	4.0320963e-05	5.1832867e-05	0.00031029756	5.7681085e-05	6.159074e-05	4.299467e-05	8.193614e-08	6.0393224e-05	9.68074e-05
FXYD5	0.0003924248	0.00013995873	0.00013306666	0.0001101034	0.0010603716	0.0013427497	0.0006043876	0.0009843404	6.795058e-05	0.0003499173	0.00010657356	0.0011998264	0.00037841834
SF3B5	0.00023245087	0.00017707338	0.0002583758	0.000468738	0.00017968367	0.00030456207	0.0002828711	0.0002764614	7.233803e-05	0.00038579534	8.1309835e-08	0.00023912406	0.00042962754
PRKCB	8.0222155e-05	3.3261913e-05	9.369738e-05	1.0495461e-05	0.0015937245	0.0011588298	0.00042625074	0.000631537	0.0009211715	0.0003098198	8.11272e-08	0.00075917796	0.0021889303
IL6ST	0.00063551357	0.0003137111	0.00075257954	0.00016883337	5.286503e-05	0.00013710208	0.000102957696	0.00010110429	6.33649e-05	0.0003146797	8.0989125e-08	0.00033975422	0.00013259873
STAT3	0.0013468972	0.00066477235	0.0009012659	0.000904922	0.0006277145	0.0009027607	0.00082157255	0.00068981556	0.002124753	0.0003912936	8.7435335e-05	0.0012641703	0.0010368106
YME1L1	0.00028470933	0.00031241495	0.00027589253	0.00039777358	0.00025718365	0.0006048456	0.00035999075	0.00071044127	0.0002104878	0.0004983173	4.3160184e-05	0.0004993053	0.00042748416
PIK3R1	5.3598564e-05	0.00013060188	0.00018199407	5.8911894e-05	8.579178e-05	0.0001384885	9.324971e-05	0.0010226041	1.9431633e-05	5.2368472e-05	8.24524e-08	0.00069678924	0.00010343469
SNRPB	0.0011008434	0.0005941047	0.0006687787	0.0006676368	0.00053523073	0.00047907283	0.00056865247	0.0010960655	0.00042597327	0.0003166104	8.182495e-08	0.00047096133	0.00083524524
QKI	0.0008319462	0.00033941565	0.00048342842	0.00029278285	0.00010931498	0.0005229649	0.00080768735	0.00025434536	0.00043578655	0.00019336215	4.7760423e-05	0.00015856484	0.00054185675
MAP1LC3B	0.0013707269	0.0006085279	0.0009265973	0.0007040901	0.0009820308	0.00080339814	0.00109878	0.0014417332	0.0059425374	0.0011401956	8.113617e-08	0.0010836396	0.00090996624
PRNP	0.00020019013	0.0001995132	0.00012696414	0.00018607783	0.00029046956	0.00091365946	0.00037983104	0.0004029499	0.0001506023	0.00012759214	8.2245855e-08	0.00032312656	0.00015096493
PPIB	0.0003114177	0.00062934106	0.0004449994	0.00026586463	0.0001641244	0.0001664848	0.00034059785	0.00019394569	0.00017987465	0.0009889047	8.239156e-08	0.00023893647	0.00050297886
ZYX	0.00049923704	0.0006336034	0.0004951085	0.00033272748	0.00013508469	0.00014420162	0.000858428	0.0003792746	0.0014064458	2.0983936e-05	8.14399e-08	0.00025151795	0.00025139088
ADIRF	0.00012677566	4.228426e-05	0.0003101902	5.8614496e-05	8.124488e-08	8.1606274e-08	9.4876157e-07	8.187694e-08	8.1063774e-08	4.563438e-06	8.1784066e-08	2.9766134e-06	8.131495e-08
HMGB2	9.235756e-05	5.7087276e-05	9.730117e-05	0.00012792902	0.00017606028	0.00022809344	0.00017020124	0.00036970075	0.00056852726	0.00013921902	4.4575627e-05	0.00033631138	8.775402e-05
MRC1	1.6262511e-05	3.7971188e-06	2.5843344e-06	2.0730636e-06	2.8763377e-06	3.283574e-06	0.0003327814	3.153846e-06	2.4524736e-05	5.2226037e-06	8.242268e-08	1.3227224e-05	8.223328e-06
COL18A1	0.00035511877	0.00029959154	0.0010391362	9.100287e-05	5.5149007e-06	0.00016106047	2.0338646e-06	6.026337e-06	5.6473295e-05	9.818e-06	8.180887e-08	1.2773612e-05	4.042316e-06
SPCS3	0.00035315624	0.00030574665	0.00021229938	0.00033352477	0.00031627397	0.0004457823	0.0005124759	0.0004535874	0.00010017632	0.0030765207	8.249031e-08	0.00043972998	0.00078236556
SDHC	0.00059094187	0.00048129723	0.00058263313	0.00093953294	0.0005392752	0.00048801527	0.0006348284	0.000590459	0.00030857738	0.00032977993	8.198023e-08	0.0004936111	0.00058205746
TM9SF3	0.0007053844	0.0007090988	0.0006684575	0.0007475335	0.00025327294	0.0005310309	0.00038264983	0.0004493669	0.0003243326	0.00068885705	5.812704e-05	0.0003532911	0.0005653798
AQP3	7.999108e-06	9.235976e-06	3.7344907e-05	9.144453e-05	2.2941138e-06	2.2165068e-05	1.9472687e-05	2.4991577e-05	3.8698763e-06	8.552498e-05	8.237553e-08	5.0527662e-05	1.8282686e-05
MFAP4	5.957855e-06	0.00028376776	0.00026697936	2.057129e-06	8.115396e-08	1.6055432e-06	1.0450469e-06	8.201417e-08	8.1566284e-08	2.5258412e-06	8.19721e-08	8.142717e-08	8.1712344e-08
DNAJB9	0.00010818263	0.00010457287	0.00014350696	0.00016668956	0.00018717248	0.00045920035	0.00013170234	0.00019560709	0.00019290156	0.0018495539	8.245397e-08	0.0005158515	0.0005408666
STK4	0.00016901152	0.0001090604	0.00014159085	0.00011034326	0.0009054346	0.00064308	0.00037671995	0.001183361	0.0009937566	0.000799568	8.205e-08	0.0014707295	0.0004432256
PLAU	1.6702437e-05	0.00010129305	7.3041338e-06	4.9040424e-05	8.13646e-08	3.797161e-05	7.685674e-05	2.8766615e-06	0.00020868111	2.33778e-06	1.0585608e-05	8.181964e-08	1.9177925e-05
NAPSA	1.1179718e-06	7.1026386e-07	1.4542188e-06	6.452546e-05	6.405037e-06	2.7024535e-06	4.115758e-06	1.7476921e-06	5.4352495e-06	2.8346706e-06	8.215476e-08	1.8468145e-06	2.0735117e-05
SEPT7	0.0011705806	0.0012242054	0.0024253626	0.00087026757	0.0015910409	0.0010922141	0.00064106757	0.0012171852	0.0006101212	0.0005233083	8.1758806e-08	0.0010929739	0.00069957814
